participant_id,start,end,text,speaker,source_type,main_phase,sub_phase
11,0,0,Likes the quote,Speaker 1,Observation Note,Warmup,Summary
11,0,0,Finds it very cool with the recommendations,Speaker 1,Observation Note,Warmup,Summary
11,0,0,The recommendations are very good,Speaker 1,Observation Note,Warmup,Summary
11,0,0,Doesn’t spot the other tabs directly but finds them,Speaker 1,Observation Note,Warmup,Summary
11,0,0,Finds it very good that it does not correct soo much during the conversation flow (QUOTE),Speaker 1,Observation Note,Warmup,Summary
11,0,0,Memory:,Speaker 1,Observation Note,Warmup,Summary
11,0,0,Very cool,Speaker 1,Observation Note,Warmup,Summary
11,0,0,"Highlighted a mistake, but its just because he had to repeat the word and app tracked both",Speaker 1,Observation Note,Chat 1,
11,0,0,Also says its cool that its not so predictable (QUOTE),Speaker 1,Observation Note,Chat 1,Questionnaire
11,0,0,Conventional  Which is good for him,Speaker 1,Observation Note,Chat 1,Questionnaire
11,0,0,Forgot a word but doesn’t recognize the tutor mode,Speaker 1,Observation Note,Chat 2,
11,0,0,"Issues in last task  Did not mention something like “Here take the money” and then task was not checked, did not understand why",Speaker 1,Observation Note,Chat 2,
11,0,0,Found it more exciting as Chat 1 but from the use case (scenario) (QUOTE),Speaker 1,Observation Note,Chat 2,
11,0,0,Was more unpredictable but positively,Speaker 1,Observation Note,Chat 2,
11,0,0,What’s motivating are the summaries for him,Speaker 1,Observation Note,Chat 2,
11,0,0,Really likes the summary,Speaker 1,Observation Note,Chat 2,
11,0,0,Thinks that Spanish is Mexican Spanish not classic Spanish,Speaker 1,Observation Note,Chat 2,
11,0,0,Takes lots of time to read the summary carefully,Speaker 1,Observation Note,Chat 2,
12,0,0,"Confused which language we practice, because there is not language selection",Speaker 1,Observation Note,Onboarding,
12,0,0,Name like her dog,Speaker 1,Observation Note,Onboarding,Partner
12,0,0,Doesn’t find the way back to the normal mode after entering tutor mode,Speaker 1,Observation Note,Warmup,
12,0,0,Participant uses safari browser on iPad  App doesn’t work properly,Speaker 1,Observation Note,Warmup,
12,0,0,Does not work directly,Speaker 1,Observation Note,Warmup,
12,0,0,Seems very lost  She is a complete beginner,Speaker 1,Observation Note,Warmup,
12,0,0,Felt very overwhelmed,Speaker 1,Observation Note,Warmup,
12,0,0,Gave feedback  Found it very helpful,Speaker 1,Observation Note,Warmup,
12,0,0,Flow: Hint  Copies  Continues,Speaker 1,Observation Note,Warmup,
12,0,0,Had to refresh,Speaker 1,Observation Note,Warmup,
12,0,0,"Can’t really say, how well it went, because he Spanish is very beginner",Speaker 1,Observation Note,Warmup,Summary
12,0,0,Thinks that when you have alittle more experience its very valuable,Speaker 1,Observation Note,Warmup,Summary
12,0,0,"But for her, it was very stressful and overwhelming because she didn’t know how to speak properly  App is too difficult for beginners like A1 or less (QUOTE)",Speaker 1,Observation Note,Warmup,Summary
12,0,0,Doesn’t recognize the other tabs,Speaker 1,Observation Note,Warmup,Summary
12,0,0,For tutor: Tries to copy the message into tutor mode,Speaker 1,Observation Note,Chat 1,
12,0,0,Also here like with many other participants:,Speaker 1,Observation Note,Chat 1,
12,0,0,There is a contradiction: Users tend to follow the conversation flow even if the task did not update,Speaker 1,Observation Note,Chat 1,
12,0,0,This is something we need to fix in a following iteration,Speaker 1,Observation Note,Chat 1,
12,0,0,Had to give up the conversation,Speaker 1,Observation Note,Chat 1,
12,0,0,Same flow like in Chat 1,Speaker 1,Observation Note,Chat 2,
13,0,0,Level:,Speaker 1,Observation Note,Onboarding,
13,0,0,Confused in Level,Speaker 1,Observation Note,Onboarding,
13,0,0,Which level is he,Speaker 1,Observation Note,Onboarding,
13,0,0,Also confused because he sees everything in English but expected Spanish  Maybe it would bebetter to make it the mother tongue and target language,Speaker 1,Observation Note,Onboarding,
13,0,0,Accidentally clicked on continue  Cant go back there is not back button,Speaker 1,Observation Note,Onboarding,
13,0,0,Not sure if he should write in English or German,Speaker 1,Observation Note,Onboarding,
13,0,0,Cant really see the asset options visually,Speaker 1,Observation Note,Onboarding,Partner
13,0,0,Created a man,Speaker 1,Observation Note,Onboarding,Partner
13,0,0,Does not realize that he has to press the stop button to finish the conversation,Speaker 1,Observation Note,Warmup,
13,0,0,Really likes the pronunciation of the AI partner (QUOTE)  It’s fantastic,Speaker 1,Observation Note,Warmup,
13,0,0,Flow: Hint  Copies it,Speaker 1,Observation Note,Warmup,
13,0,0,Somehow partner doesn’t answer,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,Asks if the highlighted text are mistakes,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,Realizes that he forgot a lot what he learned in the past,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,Also not sure how to write the Spanish words with German keyboard,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,Reconnection issues,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,Really likes the partners voice,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,How was his experience:,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,When you know how you need to answer it was really good,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,"It was fun  If it would be for English, he would like to use it in his everyday life",Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,Very helpful and valuable to learn,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,Also very good that you hear the voice,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,QUOTE : Feeling that you speak with a real person,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,In comparison with Duolingo  This app with is really good,Speaker 1,Observation Note,Warmup,Partner does not answer to the first message sent
13,0,0,Asks if he can click on mistakes made to see his mistakes  Would be nice to just click on mistakes made,Speaker 1,Observation Note,Warmup,Summary
13,0,0,Really likes the summary,Speaker 1,Observation Note,Warmup,Summary
13,0,0,Feels like everything relevant is included to improve,Speaker 1,Observation Note,Warmup,Summary
13,0,0,In general: He is very surprised positively everything works really well,Speaker 1,Observation Note,Warmup,Summary
13,0,0,One issue in general: When you type and have a German keyboard its tricky to write the words correct because of autocorrect,Speaker 1,Observation Note,Chat 1,
13,0,0,Mentions that he doesn’t like to use the tablet for practice,Speaker 1,Observation Note,Chat 1,
13,0,0,But in general  Doesn’t really interact much outside of the hint,Speaker 1,Observation Note,Chat 1,
13,0,0,"Says he really enjoys the app, its very fun and he can see himself using the app 30-60 mins a day if he wants to learn a language (QUOTE)",Speaker 1,Observation Note,Chat 1,
13,0,0,Gets an explanation,Speaker 1,Observation Note,Chat 1,
13,0,0,Its also really good that you get the correction,Speaker 1,Observation Note,Chat 1,
13,0,0,Asks if you can save the vocabulary,Speaker 1,Observation Note,Chat 1,Summary
13,0,0,Would also be nice to click on the word and see the translation,Speaker 1,Observation Note,Chat 1,Summary
13,0,0,Gives very good ratings because he really likes the experience. It was really good for him (QUOTE),Speaker 1,Observation Note,Chat 1,Questionnaire
13,0,0,Sometimes confusion about questions like if they mean the hole app or the conversation,Speaker 1,Observation Note,Chat 1,Questionnaire
13,0,0,Is sometimes confused about the wording of some questions,Speaker 1,Observation Note,Chat 1,Questionnaire
13,0,0,Still correct minor mistakes like accents sometimes,Speaker 1,Observation Note,Chat 2,
13,0,0,"He said: If he would have the app and could practice for a few hours, he is confident that he could gain basic level. I did it really well (QUOTE)",Speaker 1,Observation Note,Chat 2,
13,0,0,Feels like he could learn what he learned in the past,Speaker 1,Observation Note,Chat 2,
13,0,0,General:,Speaker 1,Observation Note,Chat 2,
13,0,0,Reconnection issues  Have a button to reconnect manually,Speaker 1,Observation Note,Chat 2,
13,0,0,Prefers mobile,Speaker 1,Observation Note,Chat 2,
13,0,0,Pricing:,Speaker 1,Observation Note,Chat 2,
13,0,0,Good deal: 10 per month / annually 80-100,Speaker 1,Observation Note,Chat 2,
13,0,0,Critically high: 20 per moth / annually 200,Speaker 1,Observation Note,Chat 2,
13,0,0,"Too cheap: Would really think that, maybe 1 Euro",Speaker 1,Observation Note,Chat 2,
14,0,0,Do you know others that might be interested?,Speaker 1,Observation Note,Pre-Phase / General,
14,0,0,emma.fink@gmx.de,Speaker 1,Observation Note,Pre-Phase / General,
14,0,0,Names the partner Anto,Speaker 1,Observation Note,Onboarding seems clear to her,Partner
14,0,0,Has to giggle when creating the avatar,Speaker 1,Observation Note,Onboarding seems clear to her,Partner
14,0,0,Starts without tapping the record button,Speaker 1,Observation Note,Warmup,
14,0,0,Does not tap the stop button to end the recording,Speaker 1,Observation Note,Warmup,
14,0,0,Thinks a bit before speaking the message,Speaker 1,Observation Note,Warmup,
14,0,0,Issues that the AI did not transcribe the number of years  Does not check the task as done,Speaker 1,Observation Note,Warmup,
14,0,0,Gets a correction  Reads it carefully,Speaker 1,Observation Note,Warmup,
14,0,0,"Also here, the AI did not got that she completed the task, then continues and she engages in the conversation flow instead of repeating the task",Speaker 1,Observation Note,Warmup,
14,0,0,Reconnection issue,Speaker 1,Observation Note,Warmup,
14,0,0,Completely misses the correct transcription,Speaker 1,Observation Note,Warmup,
14,0,0,"Good, in the beginning she was a bit confused but understood the system quickly",Speaker 1,Observation Note,Warmup,
14,0,0,One time there was something in English which was good,Speaker 1,Observation Note,Warmup,
14,0,0,Does not use the tutor mode,Speaker 1,Observation Note,Warmup,
14,0,0,Again: Starts to engage in the conversation flow and oversees the current tasks which becomes unnatural to ask again later in the conversation,Speaker 1,Observation Note,Chat 1,
14,0,0,"Then she seems stuck, but partner seems to help a bit",Speaker 1,Observation Note,Chat 1,
14,0,0,Bug in the app,Speaker 1,Observation Note,Chat 2,
14,0,0,Again transcription errors,Speaker 1,Observation Note,Chat 2,
14,0,0,IMPORTANT:,Speaker 1,Observation Note,Chat 2,
14,0,0,Take for uid the first and for uid 1 the first,Speaker 1,Observation Note,Chat 2,
15,0,0,Do you know someone that is interested to participate?,Speaker 1,Observation Note,Pre-Phase / General,
15,0,0,Names himself KITLover,Speaker 1,Observation Note,Onboarding,
15,0,0,Seems lost with the language levels  Doesn’t know which one to select,Speaker 1,Observation Note,Onboarding,
15,0,0,Asks if he can go back in onboarding which is not possible,Speaker 1,Observation Note,Onboarding,
15,0,0,Also confused about what we mean with other languages and then for which language he should enter his learning goal,Speaker 1,Observation Note,Onboarding,
15,0,0,Names his partner Spanny,Speaker 1,Observation Note,Onboarding,Partner
15,0,0,Dark skin,Speaker 1,Observation Note,Onboarding,Partner
15,0,0,Tries to tap the voice play button because he expect a voice sample to play  But there is none,Speaker 1,Observation Note,Onboarding,Partner
15,0,0,Reconnection error  Has to refresh,Speaker 1,Observation Note,Warmup,
15,0,0,Asks his tutor question directly into the partner chat,Speaker 1,Observation Note,Warmup,
15,0,0,Transcriptions of the user messages are inaccurate,Speaker 1,Observation Note,Warmup,
15,0,0,TA:,Speaker 1,Observation Note,Warmup,
15,0,0,Was nice,Speaker 1,Observation Note,Warmup,
15,0,0,Also likes that he could ask in English,Speaker 1,Observation Note,Warmup,
15,0,0,"When he says something and it was like half of the task, the partner answered the other half, and you can adapt what the partner said",Speaker 1,Observation Note,Warmup,
15,0,0,Nothing happened when he tapped on the highlighted text  Would’ve liked to get explanation on request,Speaker 1,Observation Note,Warmup,
15,0,0,Otherwise it worked well,Speaker 1,Observation Note,Warmup,
15,0,0,"Difference to ChatGPT  They recognize when he finished speaking, so it took him  alittle bit to finish the recording consciously",Speaker 1,Observation Note,Warmup,
15,0,0,"But this was good for language learning, because he had to think what he wanted to say a few times",Speaker 1,Observation Note,Warmup,
15,0,0,Was solved really nice,Speaker 1,Observation Note,Warmup,
15,0,0,Again asks his questions in the partner chat and the partner answers in Spanish,Speaker 1,Observation Note,Chat 1,
15,0,0,"At the end, transption accuracy is weak again, user is stuck for a few turns",Speaker 1,Observation Note,Chat 1,
15,0,0,Repeats until the system gets it correctly,Speaker 1,Observation Note,Chat 1,
15,0,0,"For one task, he used Spanish and english and the system marked it has correct",Speaker 1,Observation Note,Chat 1,
15,0,0,"Really likes the summary, finds it very useful",Speaker 1,Observation Note,Chat 1,Summary
15,0,0,Also he directly spots all tabs,Speaker 1,Observation Note,Chat 1,Summary
15,0,0,"At the last task, the task seems not completely clear. He misses the first part. Then he uses the hint",Speaker 1,Observation Note,Chat 2,
16,0,0,Do you know someone that is interested to participate?,Speaker 1,Observation Note,Pre-Phase / General,
16,0,0,Hasn’t used any other methods than classes,Speaker 1,Observation Note,Onboarding,
16,0,0,First a little confusion if she has to create her own avatar or the buddy,Speaker 1,Observation Note,Onboarding,Partner
16,0,0,Finds it funny,Speaker 1,Observation Note,Onboarding,Partner
16,0,0,Mentions that the partner has to smile,Speaker 1,Observation Note,Onboarding,Partner
16,0,0,Really likes that she could create a buddy,Speaker 1,Observation Note,Onboarding,Partner
16,0,0,Asks if the conversation difficulty is adapted to the entered level,Speaker 1,Observation Note,Warmup,
16,0,0,Correctly recognizes that she has to press record,Speaker 1,Observation Note,Warmup,
16,0,0,Accidentally says something in German and then has no way to cancel the recording to start again,Speaker 1,Observation Note,Warmup,
16,0,0,Struggles to finish the 4th task,Speaker 1,Observation Note,Warmup,
16,0,0,Is confused what she did wrong,Speaker 1,Observation Note,Warmup,
16,0,0,"Interesting, its cool",Speaker 1,Observation Note,Warmup,Summary
16,0,0,Feel that its valuable already (QUOTE),Speaker 1,Observation Note,Warmup,Summary
16,0,0,Likes the recommendations,Speaker 1,Observation Note,Warmup,Summary
16,0,0,Very nice experience,Speaker 1,Observation Note,Warmup,Summary
16,0,0,"Its very engaging, you get way more in the flow (QUOTE)",Speaker 1,Observation Note,Warmup,Summary
16,0,0,Chat (experiment):,Speaker 1,Observation Note,Warmup,Summary
16,0,0,Also focuses more on the conversation flow instead of checking the current task,Speaker 1,Observation Note,Warmup,Summary
16,0,0,She says she always want to press enter to finish the recording,Speaker 1,Observation Note,Warmup,Summary
16,0,0,Mentions that the partner uses part of the task in his message then she thought the task is finished or feels unnatural to ask again,Speaker 1,Observation Note,Warmup,Summary
16,0,0,Says she is excited what the summary will say (QUOTE),Speaker 1,Observation Note,Warmup,Summary
16,0,0,Unsure if she has to do the last task because the partner already said goodbye,Speaker 1,Observation Note,Warmup,Summary
16,0,0,Really read through the summary,Speaker 1,Observation Note,Warmup,Summary
16,0,0,Says everything was understandable,Speaker 1,Observation Note,Warmup,Questionnaire
16,0,0,Likes that she always asks the follow up questions,Speaker 1,Observation Note,Warmup,Questionnaire
16,0,0,Says the partner is actually a little too fast for her (QUOTE),Speaker 1,Observation Note,Warmup,Questionnaire
16,0,0,Easy  Her comment is that she thinks it should be too easy,Speaker 1,Observation Note,Warmup,Questionnaire
16,0,0,Confusion about some items,Speaker 1,Observation Note,Warmup,Questionnaire
16,0,0,Very motivating (1 with star)(QUOTE),Speaker 1,Observation Note,Warmup,Questionnaire
16,0,0,"Says if she could use it longer it would be even better, you would way more in the flow (QUOTE)",Speaker 1,Observation Note,Warmup,Questionnaire
16,0,0,Very attractive  Because you can create your own buddy,Speaker 1,Observation Note,Warmup,Questionnaire
16,0,0,"When I said that the next is the last conversation, she is shocked and says she would love to have it on her phone and speak with the system for 30 mins (QUOTE)",Speaker 1,Observation Note,Warmup,Questionnaire
16,0,0,In accurate transcription,Speaker 1,Observation Note,Chat 2,
16,0,0,Again ai does not check the first task  Now confused what she has to do,Speaker 1,Observation Note,Chat 2,
16,0,0,Realizes that you can also do the tasks out of order,Speaker 1,Observation Note,Chat 2,
16,0,0,"Doesn’t understand why he highlighted a mistake, but says she is excited for later",Speaker 1,Observation Note,Chat 2,
16,0,0,Again is confused about the first task not checked but continue with the other tasks,Speaker 1,Observation Note,Chat 2,
16,0,0,Found it very intelligent and cool that the partner is adaptive (QUOTE)  Like leaves out words that she can say or uses different words´,Speaker 1,Observation Note,Chat 2,
16,0,0,Thinks that she said what she got as recommendation she did say but the ai did not recognize it correctly,Speaker 1,Observation Note,Chat 2,Summary
16,0,0,Hardest part is the English questionnaire,Speaker 1,Observation Note,Chat 2,Questionnaire
16,0,0,Definitely not boring,Speaker 1,Observation Note,Chat 2,Questionnaire
16,0,0,Prefers the scenario than the one in the café,Speaker 1,Observation Note,Chat 2,Questionnaire
16,0,0,Fair Price: Prefers annually 50€,Speaker 1,Observation Note,Chat 2,Questionnaire
16,0,0,Max: 6 months for 50€,Speaker 1,Observation Note,Chat 2,Questionnaire
16,0,0,Lowest: 10@ for 6 months,Speaker 1,Observation Note,Chat 2,Questionnaire
17,0,0,Do you know someone that is interested to participate?,Speaker 1,Observation Note,Pre-Phase / General,
17,0,0,Name: Stitchy,Speaker 1,Observation Note,Onboarding,Partner
17,0,0,"Tries to tap the voice play icon, but does not work",Speaker 1,Observation Note,Onboarding,Partner
17,0,0,Said: How does she talk? (QUOTE),Speaker 1,Observation Note,Onboarding,Partner
17,0,0,Confusion if she has to tick the task boxes,Speaker 1,Observation Note,Warmup,
17,0,0,Makes a correction about anos,Speaker 1,Observation Note,Warmup,
17,0,0,"Its really nice that she got corrected directly by the partner and that also the text is highlighted, this is super helpful (QUOTE)",Speaker 1,Observation Note,Warmup,
17,0,0,"Expected that its just a conversation but not that you get feedback directly, and she really liked that, very efficient (QUOTE)",Speaker 1,Observation Note,Warmup,
17,0,0,Did not use the hint or tutor mode,Speaker 1,Observation Note,Warmup,
17,0,0,Takes very long to load,Speaker 1,Observation Note,Warmup,Summary
17,0,0,"Seems to like it, its very detailed which is very good (QUOTE)",Speaker 1,Observation Note,Warmup,Summary
17,0,0,"She never used an app that is so detailed, wow (QUOTE)",Speaker 1,Observation Note,Warmup,Summary
17,0,0,"Especially for beginners, this is very helpful",Speaker 1,Observation Note,Warmup,Summary
17,0,0,Took very long to update the task state,Speaker 1,Observation Note,Chat 1,
17,0,0,Likes that the summary is written motivational,Speaker 1,Observation Note,Chat 1,Summary
17,0,0,"Gives hope that you can learn the language, because she starts with motivation and then gives feedback (QUOTE)",Speaker 1,Observation Note,Chat 1,Summary
17,0,0,Says that the conversation was very fast but the task updates and summary was slow,Speaker 1,Observation Note,Chat 1,Questionnaire
17,0,0,Mentioned that normally she says her name with 123 in Spanish but in the beginning said it in English,Speaker 1,Observation Note,Chat 2,
17,0,0,Mentions again that it takes really long to update the task  In general it takes really long,Speaker 1,Observation Note,Chat 2,
17,0,0,Text is really well written,Speaker 1,Observation Note,Chat 2,Summary
17,0,0,Also usability is very clean very great design (QUOTE),Speaker 1,Observation Note,Chat 2,Summary
18,0,0,Do you know someone that is interested to participate?,Speaker 1,Observation Note,Pre-Phase / General,
18,0,0,Cool,Speaker 1,Observation Note,Onboarding,Partner
18,0,0,Does not realize that she has to stop the conversation,Speaker 1,Observation Note,Warmup,
18,0,0,Tries to use the tutor mode but just tapped on the text input,Speaker 1,Observation Note,Warmup,
18,0,0,Asks a question directly to the tutor and he answers in English to give a hint,Speaker 1,Observation Note,Warmup,
18,0,0,Also struggles to get back from text to audio,Speaker 1,Observation Note,Warmup,
18,0,0,AI does not even check the first message,Speaker 1,Observation Note,Warmup,
18,0,0,"Did not complete the first task and after finishing the conversation flow, starts again",Speaker 1,Observation Note,Warmup,
18,0,0,Loading time is very long,Speaker 1,Observation Note,Warmup,Summary
18,0,0,Reads the summary carefully,Speaker 1,Observation Note,Warmup,Summary
18,0,0,Thrown into very cold water,Speaker 1,Observation Note,Warmup,Summary
18,0,0,Really likes that you also have text,Speaker 1,Observation Note,Warmup,Summary
18,0,0,Found it funny that the goodbye was repetitive,Speaker 1,Observation Note,Warmup,Summary
18,0,0,Really likes the AI feedback (QUOTE),Speaker 1,Observation Note,Warmup,Summary
18,0,0,"Again, uses text for tutor mode",Speaker 1,Observation Note,Chat 1,
18,0,0,Conversation flow is decreased because AI did not recognize the tasks correctly,Speaker 1,Observation Note,Chat 1,
18,0,0,Asks also the author questions,Speaker 1,Observation Note,Chat 1,
18,0,0,She says its sad that you cant scroll back the chat  No scrollable chat history,Speaker 1,Observation Note,Chat 1,
18,0,0,Problem here: The conversation flow was not natural because the AI sometimes did not check off the tasks correctly and then the user was stuck or had to repeat things,Speaker 1,Observation Note,Chat 1,
18,0,0,Found the Warmup easier,Speaker 1,Observation Note,Chat 1,Summary
18,0,0,"Likes the design and also likes that you get thrown into cold water, things that you have a very steep learning curve when you use it easier (QUOTE)",Speaker 1,Observation Note,Chat 1,Summary
18,0,0,Asks if the app has a vocabulary feature,Speaker 1,Observation Note,Chat 1,Summary
18,0,0,It was fun but she was missing vocabs,Speaker 1,Observation Note,Chat 1,Questionnaire
18,0,0,"Mentions that the partner starts his corrections always with the same start: “I see you…”, would like to have variations or just start with the answer directly",Speaker 1,Observation Note,Chat 1,Questionnaire
18,0,0,Mentions that when she asks something the responses speaking speed is very fast and this makes it difficult to pay attention to the content,Speaker 1,Observation Note,Chat 1,Questionnaire
18,0,0,Really likes the positive feedbacks,Speaker 1,Observation Note,Chat 1,Questionnaire
18,0,0,"Mentions that the transcription accuracy is something wrong, but maybe also because the pronunciation is not correct by her (QUOTE)",Speaker 1,Observation Note,Chat 1,Questionnaire
18,0,0,"Important: Its practical but thinks it would be better if you already have the basic level, like A2 and above",Speaker 1,Observation Note,Chat 1,Questionnaire
18,0,0,"Not secure  Rated her feeling in the conversation, because she was overwhelmed and did not know a few words",Speaker 1,Observation Note,Chat 1,Questionnaire
18,0,0,"Really likes it, is good you have to say (QUOTE)",Speaker 1,Observation Note,Chat 2,Summary
18,0,0,Mentions that sometimes the AI responded the explanations in Spanish,Speaker 1,Observation Note,Chat 2,Summary
18,0,0,It was fun but the scenario was not the most exciting,Speaker 1,Observation Note,Chat 2,Questionnaire
18,0,0,"Really liked the flow that they talked about salad, felt that the speaking speed was slower when she asked clarifying questions",Speaker 1,Observation Note,Chat 2,Questionnaire
18,0,0,Finds the vendor really outgoing and also adapted to her with the salad (QUOTE),Speaker 1,Observation Note,Chat 2,Questionnaire
18,0,0,What would be nice is to also show common phrases in the summary that you can use in later sessions,Speaker 1,Observation Note,Chat 2,Questionnaire
18,0,0,Feeling got better but the vocabs are still a bit missing (QUOTE),Speaker 1,Observation Note,Chat 2,Questionnaire
19,0,0,Do you know someone that is interested to participate?,Speaker 1,Observation Note,Pre-Phase / General,
19,0,0,Tries to tap the play button on voice and asks if he can preview the voice,Speaker 1,Observation Note,Onboarding,Partner
19,0,0,"Seems to confuse the tutor mode and text input, uses the text input to ask questions",Speaker 1,Observation Note,Warmup,
19,0,0,Also asked me if he can see the translation of a word by hovering over it,Speaker 1,Observation Note,Warmup,
19,0,0,Is confused that the task changed (because he completed the task),Speaker 1,Observation Note,Warmup,Partner references German
19,0,0,Has reconnection issues,Speaker 1,Observation Note,Warmup,Partner references German
19,0,0,Retrospective TA:,Speaker 1,Observation Note,Warmup,Partner references German
19,0,0,Noticed that its was confusing to have the tutor chat and partner chat in the same window a bit confusing because he was not sure if he is in the same conversation (QUOTE),Speaker 1,Observation Note,Warmup was clear,
19,0,0,Text- and audio-input worked good,Speaker 1,Observation Note,Warmup was clear,
19,0,0,From the UI  It was not clear where he can see all his tasks (QUOTE),Speaker 1,Observation Note,Warmup was clear,
19,0,0,Also would like to see the translations for single words,Speaker 1,Observation Note,Warmup was clear,
19,0,0,Reconnection issues,Speaker 1,Observation Note,Chat 1,
19,0,0,Says that he wants to make no mistakes (QUOTE),Speaker 1,Observation Note,Chat 1,
19,0,0,Would like to have the tutor parallel to the partner chat,Speaker 1,Observation Note,Chat 1,
19,0,0,Flow: Asks tutor  Repeats to partner,Speaker 1,Observation Note,Chat 1,
19,0,0,Tutor responded with the solution in German not Spanish,Speaker 1,Observation Note,Chat 1,
19,0,0,Mentions that the ai did not recognize that he did the task,Speaker 1,Observation Note,Chat 1,
19,0,0,Says it would be nice to see the chat history (QUOTE),Speaker 1,Observation Note,Chat 1,
19,0,0,"User did not complete all tasks along the structure, then copes with it by asking the remaining questions after the conversation logic finished already",Speaker 1,Observation Note,Chat 1,
19,0,0,Now notices that there are multiple tabs,Speaker 1,Observation Note,Chat 1,Summary
19,0,0,Asks if he can save the vocabulary (QUOTE),Speaker 1,Observation Note,Chat 1,Summary
19,0,0,Also here confusions about the questions or that people rate it more negative but mean it differently,Speaker 1,Observation Note,Chat 1,Questionnaire
19,0,0,Says it was not so motivating that the partner mentions that the user did the mistake before (QUOTE),Speaker 1,Observation Note,Chat 1,Questionnaire
19,0,0,"In general like many other users, there is confusion in the CAP questionnaire",Speaker 1,Observation Note,Chat 1,Questionnaire
19,0,0,"Slightly confused about a text highlight, why the AI identified it as a mistake",Speaker 1,Observation Note,Chat 2,
19,0,0,At the last task he is stuck and does not understand why  But then asks the tutor,Speaker 1,Observation Note,Chat 2,
19,0,0,Mentions that he found it less exciting because it was easier for him,Speaker 1,Observation Note,Chat 2,Questionnaire
19,0,0,Mentions that he finds some question items not suitable,Speaker 1,Observation Note,Chat 2,Questionnaire
20,0,0,Parter: Confused why she has to pick a skin color,Speaker 1,Observation Note,Onboarding,
20,0,0,Likes that she can create a partner,Speaker 1,Observation Note,Onboarding,
20,0,0,But felt a bit overwhelmed because she did not expect it,Speaker 1,Observation Note,Onboarding,
20,0,0,Is overwehlmed in the beginning and start the tutor directly,Speaker 1,Observation Note,Warmup,
20,0,0,Likes that she can just ask the tutor,Speaker 1,Observation Note,Warmup,
20,0,0,Tries to check off the task by herself,Speaker 1,Observation Note,Warmup,
20,0,0,Seems to not find the exit,Speaker 1,Observation Note,Warmup,
20,0,0,Confused tutor mode with text input,Speaker 1,Observation Note,Warmup,
20,0,0,But partner gave a great tutor style response,Speaker 1,Observation Note,Warmup,
20,0,0,Seems to have fun,Speaker 1,Observation Note,Warmup,
20,0,0,Asks if partner can translate to german but partner says he wants to stay in spanish,Speaker 1,Observation Note,Warmup,
20,0,0,Finds it hard that he only answers in spanish: Pressures her. When she asks him he answers but its still pressure for he she would like to speak in german and integrate spanish,Speaker 1,Observation Note,Warmup,
20,0,0,Likes the summary quote,Speaker 1,Observation Note,Warmup,
20,0,0,Really likes that the stt is very good it understand everything even when her pronunciation is not so good,Speaker 1,Observation Note,Chat 1,
20,0,0,Frustration because the ai did not check off the task that she did,Speaker 1,Observation Note,Chat 1,
20,0,0,Was so frustrated that she gave up its makes her really angry,Speaker 1,Observation Note,Chat 1,
20,0,0,Checks hint then repeats the phrase in her head,Speaker 1,Observation Note,Chat 2,
20,0,0,Recognizes that he knows her name,Speaker 1,Observation Note,Chat 2,
20,0,0,Mentions how great the experience was compared to the Chat 1,Speaker 1,Observation Note,Chat 2,
20,0,0,Seems very excited,Speaker 1,Observation Note,Chat 2,
20,0,0,Ideas: Adapt the learning plan based on linguistic data,Speaker 1,Observation Note,Chat 2,
